"","sampleid","types"
"cell_6932","P10","ETC"
"cell_6933","P10","ETC"
"cell_6934","P10","ETC"
"cell_6935","P10","CAF"
"cell_6936","P10","TAM"
"cell_6937","P10","ETC"
"cell_6938","P10","ETC"
"cell_6939","P10","ETC"
"cell_6940","P10","ETC"
"cell_6941","P10","ETC"
"cell_6942","P10","TAM"
"cell_6943","P10","ETC"
"cell_6944","P10","ETC"
"cell_6945","P10","CAF"
"cell_6946","P10","CAF"
"cell_6947","P10","ETC"
"cell_6948","P10","ETC"
"cell_6949","P10","CAF"
"cell_6950","P10","ETC"
"cell_6951","P10","ETC"
"cell_6952","P10","ETC"
"cell_6953","P10","ETC"
"cell_6954","P10","ETC"
"cell_6955","P10","ETC"
"cell_6956","P10","DC"
"cell_6957","P10","ETC"
"cell_6958","P10","CAF"
"cell_6959","P10","ETC"
"cell_6960","P10","ETC"
"cell_6961","P10","ETC"
"cell_6962","P10","ETC"
"cell_6963","P10","DC"
"cell_6964","P10","ETC"
"cell_6965","P10","ETC"
"cell_6966","P10","ETC"
"cell_6967","P10","ETC"
"cell_6968","P10","ETC"
"cell_6969","P10","ETC"
"cell_6970","P10","CAF"
"cell_6971","P10","ETC"
"cell_6972","P10","TAM"
"cell_6973","P10","ETC"
"cell_6974","P10","ETC"
"cell_6975","P10","ETC"
"cell_6976","P10","ETC"
"cell_6977","P10","ETC"
"cell_6978","P10","ETC"
"cell_6979","P10","ETC"
"cell_6980","P10","ETC"
"cell_6981","P10","ETC"
"cell_6982","P10","ETC"
"cell_6983","P10","ETC"
"cell_6984","P10","ETC"
"cell_6985","P10","ETC"
"cell_6986","P10","ETC"
"cell_6987","P10","ETC"
"cell_6988","P10","ETC"
"cell_6989","P10","ETC"
"cell_6990","P10","CAF"
"cell_6991","P10","CAF"
"cell_6992","P10","ETC"
"cell_6993","P10","ETC"
"cell_6994","P10","DC"
"cell_6995","P10","ETC"
"cell_6996","P10","ETC"
"cell_6997","P10","ETC"
"cell_6998","P10","ETC"
"cell_6999","P10","CAF"
"cell_7000","P10","ETC"
"cell_7001","P10","ETC"
"cell_7002","P10","ETC"
"cell_7003","P10","ETC"
"cell_7004","P10","ETC"
"cell_7005","P10","ETC"
"cell_7006","P10","ETC"
"cell_7007","P10","ETC"
"cell_7008","P10","ETC"
"cell_7009","P10","TAM"
"cell_7010","P10","ETC"
"cell_7011","P10","ETC"
"cell_7012","P10","ETC"
"cell_7013","P10","ETC"
"cell_7014","P10","ETC"
"cell_7015","P10","ETC"
"cell_7016","P10","ETC"
"cell_7017","P10","ETC"
"cell_7018","P10","CAF"
"cell_7019","P10","ETC"
"cell_7020","P10","ETC"
"cell_7021","P10","ETC"
"cell_7022","P10","ETC"
"cell_7023","P10","ETC"
"cell_7024","P10","ETC"
"cell_7025","P10","ETC"
"cell_7026","P10","ETC"
"cell_7027","P10","ETC"
"cell_7028","P10","ETC"
"cell_7029","P10","ETC"
"cell_7030","P10","ETC"
"cell_7031","P10","ETC"
"cell_7032","P10","ETC"
"cell_7033","P10","ETC"
"cell_7034","P10","ETC"
"cell_7035","P10","ETC"
"cell_7036","P10","ETC"
"cell_7037","P10","ETC"
"cell_7038","P10","ETC"
"cell_7039","P10","ETC"
"cell_7040","P10","ETC"
"cell_7041","P10","ETC"
"cell_7042","P10","TAM"
"cell_7043","P10","ETC"
"cell_7044","P10","ETC"
"cell_7045","P10","ETC"
"cell_7046","P10","ETC"
"cell_7047","P10","ETC"
"cell_7048","P10","ETC"
"cell_7049","P10","ETC"
"cell_7050","P10","ETC"
"cell_7051","P10","ETC"
"cell_7052","P10","ETC"
"cell_7053","P10","ETC"
"cell_7054","P10","ETC"
"cell_7055","P10","DC"
"cell_7056","P10","ETC"
"cell_7057","P10","ETC"
"cell_7058","P10","ETC"
"cell_7059","P10","ETC"
"cell_7060","P10","ETC"
"cell_7061","P10","ETC"
"cell_7062","P10","ETC"
"cell_7063","P10","DC"
"cell_7064","P10","ETC"
"cell_7065","P10","ETC"
"cell_7066","P10","ETC"
"cell_7067","P10","ETC"
"cell_7068","P10","ETC"
"cell_7069","P10","TAM"
"cell_7070","P10","ETC"
"cell_7071","P10","ETC"
"cell_7072","P10","ETC"
"cell_7073","P10","ETC"
"cell_7074","P10","ETC"
"cell_7075","P10","ETC"
"cell_7076","P10","ETC"
"cell_7077","P10","ETC"
"cell_7078","P10","ETC"
"cell_7079","P10","ETC"
"cell_7080","P10","ETC"
"cell_7081","P10","ETC"
"cell_7082","P10","ETC"
"cell_7083","P10","ETC"
"cell_7084","P10","ETC"
"cell_7085","P10","ETC"
"cell_7086","P10","ETC"
"cell_7087","P10","ETC"
"cell_7088","P10","ETC"
"cell_7089","P10","ETC"
"cell_7090","P10","ETC"
"cell_7091","P10","ETC"
"cell_7092","P10","ETC"
"cell_7093","P10","CAF"
"cell_7094","P10","DC"
"cell_7095","P10","ETC"
"cell_7096","P10","ETC"
"cell_7097","P10","CAF"
"cell_7098","P10","ETC"
"cell_7099","P10","ETC"
"cell_7100","P10","ETC"
"cell_7101","P10","ETC"
"cell_7102","P10","ETC"
"cell_7103","P10","ETC"
"cell_7104","P10","ETC"
"cell_7105","P10","ETC"
"cell_7106","P10","ETC"
"cell_7107","P10","ETC"
"cell_7108","P10","DC"
"cell_7109","P10","ETC"
"cell_7110","P10","ETC"
"cell_7111","P10","ETC"
"cell_7112","P10","ETC"
"cell_7113","P10","CAF"
"cell_7114","P10","ETC"
"cell_7115","P10","ETC"
"cell_7116","P10","CAF"
"cell_7117","P10","ETC"
"cell_7118","P10","ETC"
"cell_7119","P10","ETC"
"cell_7120","P10","ETC"
"cell_7121","P10","ETC"
"cell_7122","P10","ETC"
"cell_7123","P10","CAF"
"cell_7124","P10","ETC"
"cell_7125","P10","ETC"
"cell_7126","P10","ETC"
"cell_7127","P10","ETC"
"cell_7128","P10","ETC"
"cell_7129","P10","ETC"
"cell_7130","P10","TAM"
"cell_7131","P10","ETC"
"cell_7132","P10","DC"
"cell_7133","P10","ETC"
"cell_7134","P10","ETC"
"cell_7135","P10","ETC"
"cell_7136","P10","ETC"
"cell_7137","P10","ETC"
"cell_7138","P10","ETC"
"cell_7139","P10","ETC"
"cell_7140","P10","ETC"
"cell_7141","P10","ETC"
"cell_7142","P10","ETC"
"cell_7143","P10","ETC"
"cell_7144","P10","CAF"
"cell_7145","P10","ETC"
"cell_7146","P10","ETC"
"cell_7147","P10","TAM"
"cell_7148","P10","ETC"
"cell_7149","P10","ETC"
"cell_7150","P10","ETC"
"cell_7151","P10","ETC"
"cell_7152","P10","ETC"
"cell_7153","P10","ETC"
"cell_7154","P10","ETC"
"cell_7155","P10","ETC"
"cell_7156","P10","ETC"
"cell_7157","P10","ETC"
"cell_7158","P10","ETC"
"cell_7159","P10","ETC"
"cell_7160","P10","ETC"
"cell_7161","P10","ETC"
"cell_7162","P10","ETC"
"cell_7163","P10","ETC"
"cell_7164","P10","ETC"
"cell_7165","P10","CAF"
"cell_7166","P10","ETC"
"cell_7167","P10","ETC"
"cell_7168","P10","ETC"
"cell_7169","P10","ETC"
"cell_7170","P10","ETC"
"cell_7171","P10","CAF"
"cell_7172","P10","ETC"
"cell_7173","P10","CAF"
"cell_7174","P10","TAM"
"cell_7175","P10","ETC"
"cell_7176","P10","ETC"
"cell_7177","P10","ETC"
"cell_7178","P10","ETC"
"cell_7179","P10","ETC"
"cell_7180","P10","ETC"
"cell_7181","P10","ETC"
"cell_7182","P10","ETC"
"cell_7183","P10","ETC"
"cell_7184","P10","ETC"
"cell_7185","P10","ETC"
"cell_7186","P10","ETC"
"cell_7187","P10","ETC"
"cell_7188","P10","ETC"
"cell_7189","P10","ETC"
"cell_7190","P10","TAM"
"cell_7191","P10","ETC"
"cell_7192","P10","ETC"
"cell_7193","P10","ETC"
"cell_7194","P10","CAF"
"cell_7195","P10","ETC"
"cell_7196","P10","TAM"
"cell_7197","P10","ETC"
"cell_7198","P10","ETC"
"cell_7199","P10","ETC"
"cell_7200","P10","ETC"
"cell_7201","P10","ETC"
"cell_7202","P10","ETC"
"cell_7203","P10","ETC"
"cell_7204","P10","ETC"
"cell_7205","P10","ETC"
"cell_7206","P10","ETC"
"cell_7207","P10","ETC"
"cell_7208","P10","ETC"
"cell_7209","P10","ETC"
"cell_7210","P10","ETC"
"cell_7211","P10","ETC"
"cell_7212","P10","TAM"
"cell_7213","P10","ETC"
"cell_7214","P10","ETC"
"cell_7215","P10","ETC"
"cell_7216","P10","ETC"
"cell_7217","P10","ETC"
"cell_7218","P10","ETC"
"cell_7219","P10","ETC"
"cell_7220","P10","ETC"
"cell_7221","P10","ETC"
"cell_7222","P10","ETC"
"cell_7223","P10","ETC"
"cell_7224","P10","ETC"
"cell_7225","P10","ETC"
"cell_7226","P10","ETC"
"cell_7227","P10","DC"
"cell_7228","P10","ETC"
"cell_7229","P10","ETC"
"cell_7230","P10","ETC"
"cell_7231","P10","CAF"
"cell_7232","P10","DC"
"cell_7233","P10","ETC"
"cell_7234","P10","ETC"
"cell_7235","P10","ETC"
"cell_7236","P10","ETC"
"cell_7237","P10","ETC"
"cell_7238","P10","ETC"
"cell_7239","P10","ETC"
"cell_7240","P10","CAF"
"cell_7241","P10","ETC"
"cell_7242","P10","ETC"
"cell_7243","P10","ETC"
"cell_7244","P10","ETC"
"cell_7245","P10","CAF"
"cell_7246","P10","ETC"
"cell_7247","P10","ETC"
"cell_7248","P10","ETC"
"cell_7249","P10","ETC"
"cell_7250","P10","ETC"
"cell_7251","P10","ETC"
"cell_7252","P10","ETC"
"cell_7253","P10","ETC"
"cell_7254","P10","ETC"
"cell_7255","P10","TAM"
"cell_7256","P10","CAF"
"cell_7257","P10","ETC"
"cell_7258","P10","DC"
"cell_7259","P10","ETC"
"cell_7260","P10","ETC"
"cell_7261","P10","ETC"
"cell_7262","P10","ETC"
"cell_7263","P10","ETC"
"cell_7264","P10","CAF"
"cell_7265","P10","ETC"
"cell_7266","P10","ETC"
"cell_7267","P10","ETC"
"cell_7268","P10","ETC"
"cell_7269","P10","ETC"
"cell_7270","P10","ETC"
"cell_7271","P10","ETC"
"cell_7272","P10","ETC"
"cell_7273","P10","ETC"
"cell_7274","P10","ETC"
"cell_7275","P10","ETC"
"cell_7276","P10","ETC"
"cell_7277","P10","ETC"
"cell_7278","P10","ETC"
"cell_7279","P10","ETC"
"cell_7280","P10","ETC"
"cell_7281","P10","ETC"
"cell_7282","P10","ETC"
"cell_7283","P10","ETC"
"cell_7284","P10","ETC"
"cell_7285","P10","ETC"
"cell_7286","P10","ETC"
"cell_7287","P10","ETC"
"cell_7288","P10","ETC"
"cell_7289","P10","CAF"
"cell_7290","P10","ETC"
"cell_7291","P10","ETC"
"cell_7292","P10","ETC"
"cell_7293","P10","ETC"
"cell_7294","P10","ETC"
"cell_7295","P10","ETC"
"cell_7296","P10","CAF"
"cell_7297","P10","DC"
"cell_7298","P10","ETC"
"cell_7299","P10","ETC"
"cell_7300","P10","ETC"
"cell_7301","P10","ETC"
"cell_7302","P10","ETC"
"cell_7303","P10","ETC"
"cell_7304","P10","ETC"
"cell_7305","P10","ETC"
"cell_7306","P10","ETC"
"cell_7307","P10","ETC"
"cell_7308","P10","ETC"
"cell_7309","P10","ETC"
"cell_7310","P10","ETC"
"cell_7311","P10","ETC"
"cell_7312","P10","CAF"
"cell_7313","P10","CAF"
"cell_7314","P10","ETC"
"cell_7315","P10","ETC"
"cell_7316","P10","ETC"
"cell_7317","P10","ETC"
"cell_7318","P10","ETC"
"cell_7319","P10","ETC"
"cell_7320","P10","ETC"
"cell_7321","P10","ETC"
"cell_7322","P10","TAM"
"cell_7323","P10","ETC"
"cell_7324","P10","CAF"
"cell_7325","P10","ETC"
"cell_7326","P10","ETC"
"cell_7327","P10","ETC"
"cell_7328","P10","ETC"
"cell_7329","P10","ETC"
"cell_7330","P10","ETC"
"cell_7331","P10","TAM"
"cell_7332","P10","ETC"
"cell_7333","P10","ETC"
"cell_7334","P10","ETC"
"cell_7335","P10","CAF"
"cell_7336","P10","ETC"
"cell_7337","P10","ETC"
"cell_7338","P10","CAF"
"cell_7339","P10","ETC"
"cell_7340","P10","ETC"
"cell_7341","P10","CAF"
"cell_7342","P10","ETC"
"cell_7343","P10","ETC"
"cell_7344","P10","DC"
"cell_7345","P10","ETC"
"cell_7346","P10","ETC"
"cell_7347","P10","ETC"
"cell_7348","P10","ETC"
"cell_7349","P10","ETC"
"cell_7350","P10","ETC"
"cell_7351","P10","ETC"
"cell_7352","P10","ETC"
"cell_7353","P10","ETC"
"cell_7354","P10","ETC"
"cell_7355","P10","CAF"
"cell_7356","P10","ETC"
"cell_7357","P10","ETC"
"cell_7358","P10","ETC"
"cell_7359","P10","ETC"
"cell_7360","P10","ETC"
"cell_7361","P10","ETC"
"cell_7362","P10","ETC"
"cell_7363","P10","ETC"
"cell_7364","P10","ETC"
"cell_7365","P10","ETC"
"cell_7366","P10","ETC"
"cell_7367","P10","CAF"
"cell_7368","P10","ETC"
"cell_7369","P10","CAF"
"cell_7370","P10","ETC"
"cell_7371","P10","TAM"
"cell_7372","P10","ETC"
"cell_7373","P10","ETC"
"cell_7374","P10","ETC"
"cell_7375","P10","ETC"
"cell_7376","P10","ETC"
"cell_7377","P10","ETC"
"cell_7378","P10","ETC"
"cell_7379","P10","ETC"
"cell_7380","P10","ETC"
"cell_7381","P10","ETC"
"cell_7382","P10","ETC"
"cell_7383","P10","ETC"
"cell_7384","P10","ETC"
"cell_7385","P10","ETC"
"cell_7386","P10","ETC"
"cell_7387","P10","ETC"
"cell_7388","P10","ETC"
"cell_7389","P10","ETC"
"cell_7390","P10","ETC"
"cell_7391","P10","ETC"
"cell_7392","P10","ETC"
"cell_7393","P10","ETC"
"cell_7394","P10","ETC"
"cell_7395","P10","ETC"
"cell_7396","P10","ETC"
"cell_7397","P10","ETC"
"cell_7398","P10","ETC"
"cell_7399","P10","ETC"
"cell_7400","P10","ETC"
"cell_7401","P10","ETC"
"cell_7402","P10","ETC"
"cell_7403","P10","DC"
"cell_7404","P10","ETC"
"cell_7405","P10","ETC"
"cell_7406","P10","ETC"
"cell_7407","P10","ETC"
"cell_7408","P10","CAF"
"cell_7409","P10","ETC"
"cell_7410","P10","ETC"
"cell_7411","P10","ETC"
"cell_7412","P10","ETC"
"cell_7413","P10","ETC"
"cell_7414","P10","ETC"
"cell_7415","P10","ETC"
"cell_7416","P10","ETC"
"cell_7417","P10","ETC"
"cell_7418","P10","ETC"
"cell_7419","P10","ETC"
"cell_7420","P10","ETC"
"cell_7421","P10","ETC"
"cell_7422","P10","TAM"
"cell_7423","P10","ETC"
"cell_7424","P10","ETC"
"cell_7425","P10","TAM"
"cell_7426","P10","ETC"
"cell_7427","P10","ETC"
"cell_7428","P10","ETC"
"cell_7429","P10","ETC"
"cell_7430","P10","CAF"
"cell_7431","P10","ETC"
"cell_7432","P10","ETC"
"cell_7433","P10","ETC"
"cell_7434","P10","ETC"
"cell_7435","P10","ETC"
"cell_7436","P10","ETC"
"cell_7437","P10","ETC"
"cell_7438","P10","ETC"
"cell_7439","P10","ETC"
"cell_7440","P10","ETC"
"cell_7441","P10","ETC"
"cell_7442","P10","ETC"
"cell_7443","P10","TAM"
"cell_7444","P10","ETC"
"cell_7445","P10","ETC"
"cell_7446","P10","ETC"
"cell_7447","P10","ETC"
"cell_7448","P10","ETC"
"cell_7449","P10","TAM"
"cell_7450","P10","ETC"
"cell_7451","P01","EMT"
"cell_7452","P01","EMT"
"cell_7453","P01","EMT"
"cell_7454","P01","EMT"
"cell_7455","P01","ETC"
"cell_7456","P01","EMT"
"cell_7457","P01","EMT"
"cell_7458","P01","ETC"
"cell_7459","P01","CAF"
"cell_7460","P01","EMT"
"cell_7461","P01","EMT"
"cell_7462","P01","EMT"
"cell_7463","P01","EMT"
"cell_7464","P01","EMT"
"cell_7465","P01","EMT"
"cell_7466","P01","EMT"
"cell_7467","P01","EMT"
"cell_7468","P01","EMT"
"cell_7469","P01","EMT"
"cell_7470","P01","EMT"
"cell_7471","P01","EMT"
"cell_7472","P01","EMT"
"cell_7473","P01","EMT"
"cell_7474","P01","EMT"
"cell_7475","P01","EMT"
"cell_7476","P01","EMT"
"cell_7477","P01","DC"
"cell_7478","P01","EMT"
"cell_7479","P01","EMT"
"cell_7480","P01","DC"
"cell_7481","P01","EMT"
"cell_7482","P01","EMT"
"cell_7483","P01","CAF"
"cell_7484","P01","EMT"
"cell_7485","P01","EMT"
"cell_7486","P01","ETC"
"cell_7487","P01","CAF"
"cell_7488","P01","EMT"
"cell_7489","P01","EMT"
"cell_7490","P01","DC"
"cell_7491","P01","EMT"
"cell_7492","P01","EMT"
"cell_7493","P01","EMT"
"cell_7494","P01","EMT"
"cell_7495","P01","CAF"
"cell_7496","P01","EMT"
"cell_7497","P01","EMT"
"cell_7498","P01","EMT"
"cell_7499","P01","EMT"
"cell_7500","P01","EMT"
"cell_7501","P01","EMT"
"cell_7502","P01","EMT"
"cell_7503","P01","EMT"
"cell_7504","P01","EMT"
"cell_7505","P01","ETC"
"cell_7506","P01","EMT"
"cell_7507","P01","EMT"
"cell_7508","P01","EMT"
"cell_7509","P01","ETC"
"cell_7510","P01","EMT"
"cell_7511","P01","EMT"
"cell_7512","P01","EMT"
"cell_7513","P01","EMT"
"cell_7514","P01","Endo"
"cell_7515","P01","EMT"
"cell_7516","P01","EMT"
"cell_7517","P01","EMT"
"cell_7518","P01","EMT"
"cell_7519","P01","EMT"
"cell_7520","P01","EMT"
"cell_7521","P01","EMT"
"cell_7522","P01","EMT"
"cell_7523","P01","EMT"
"cell_7524","P01","EMT"
"cell_7525","P01","EMT"
"cell_7526","P01","ETC"
"cell_7527","P01","EMT"
"cell_7528","P01","EMT"
"cell_7529","P01","DC"
"cell_7530","P01","EMT"
"cell_7531","P01","EMT"
"cell_7532","P01","EMT"
"cell_7533","P01","CAF"
"cell_7534","P01","DC"
"cell_7535","P01","EMT"
"cell_7536","P01","EMT"
"cell_7537","P01","EMT"
"cell_7538","P01","EMT"
"cell_7539","P01","EMT"
"cell_7540","P01","EMT"
"cell_7541","P01","EMT"
"cell_7542","P01","EMT"
"cell_7543","P01","DC"
"cell_7544","P01","EMT"
"cell_7545","P01","EMT"
"cell_7546","P01","EMT"
"cell_7547","P01","EMT"
"cell_7548","P01","EMT"
"cell_7549","P01","EMT"
"cell_7550","P01","EMT"
"cell_7551","P01","EMT"
"cell_7552","P01","ETC"
"cell_7553","P01","EMT"
"cell_7554","P01","EMT"
"cell_7555","P01","ETC"
"cell_7556","P01","EMT"
"cell_7557","P01","EMT"
"cell_7558","P01","CAF"
"cell_7559","P01","CAF"
"cell_7560","P01","EMT"
"cell_7561","P01","DC"
"cell_7562","P01","DC"
"cell_7563","P01","EMT"
"cell_7564","P01","DC"
"cell_7565","P01","EMT"
"cell_7566","P01","DC"
"cell_7567","P01","EMT"
"cell_7568","P01","EMT"
"cell_7569","P01","EMT"
"cell_7570","P01","EMT"
"cell_7571","P01","EMT"
"cell_7572","P01","EMT"
"cell_7573","P01","CAF"
"cell_7574","P01","EMT"
"cell_7575","P01","EMT"
"cell_7576","P01","ETC"
"cell_7577","P01","EMT"
"cell_7578","P01","EMT"
"cell_7579","P01","EMT"
"cell_7580","P01","EMT"
"cell_7581","P01","EMT"
"cell_7582","P01","EMT"
"cell_7583","P01","EMT"
"cell_7584","P01","EMT"
"cell_7585","P01","EMT"
"cell_7586","P01","TIL"
"cell_7587","P01","EMT"
"cell_7588","P01","EMT"
"cell_7589","P01","EMT"
"cell_7590","P01","ETC"
"cell_7591","P01","EMT"
"cell_7592","P01","EMT"
"cell_7593","P01","EMT"
"cell_7594","P01","EMT"
"cell_7595","P01","EMT"
"cell_7596","P01","EMT"
"cell_7597","P01","EMT"
"cell_7598","P01","CAF"
"cell_7599","P01","ETC"
"cell_7600","P01","DC"
"cell_7601","P01","ETC"
"cell_7602","P01","EMT"
"cell_7603","P01","EMT"
"cell_7604","P01","DC"
"cell_7605","P01","EMT"
"cell_7606","P01","EMT"
"cell_7607","P01","ETC"
"cell_7608","P01","EMT"
"cell_7609","P01","EMT"
"cell_7610","P01","CAF"
"cell_7611","P01","EMT"
"cell_7612","P01","EMT"
"cell_7613","P01","EMT"
"cell_7614","P01","TIL"
"cell_7615","P01","EMT"
"cell_7616","P01","EMT"
"cell_7617","P01","CAF"
"cell_7618","P01","CAF"
"cell_7619","P01","EMT"
"cell_7620","P01","EMT"
"cell_7621","P01","EMT"
"cell_7622","P01","EMT"
"cell_7623","P01","EMT"
"cell_7624","P01","EMT"
"cell_7625","P01","CAF"
"cell_7626","P01","EMT"
"cell_7627","P01","EMT"
"cell_7628","P01","EMT"
"cell_7629","P01","EMT"
"cell_7630","P01","CAF"
"cell_7631","P01","ETC"
"cell_7632","P01","EMT"
"cell_7633","P01","EMT"
"cell_7634","P01","ETC"
"cell_7635","P01","EMT"
"cell_7636","P01","EMT"
"cell_7637","P01","EMT"
"cell_7638","P01","CAF"
"cell_7639","P01","EMT"
"cell_7640","P01","EMT"
"cell_7641","P01","Endo"
"cell_7642","P01","CAF"
"cell_7643","P01","ETC"
"cell_7644","P01","EMT"
"cell_7645","P01","ETC"
"cell_7646","P01","EMT"
"cell_7647","P01","EMT"
"cell_7648","P01","EMT"
"cell_7649","P01","CAF"
"cell_7650","P01","EMT"
"cell_7651","P01","EMT"
"cell_7652","P01","ETC"
"cell_7653","P01","EMT"
"cell_7654","P01","EMT"
"cell_7655","P01","CAF"
"cell_7656","P01","EMT"
"cell_7657","P01","EMT"
"cell_7658","P01","Endo"
"cell_7659","P01","EMT"
"cell_7660","P01","EMT"
"cell_7661","P01","EMT"
"cell_7662","P01","Endo"
"cell_7663","P01","CAF"
"cell_7664","P01","EMT"
"cell_7665","P01","EMT"
"cell_7666","P01","TIL"
"cell_7667","P01","EMT"
"cell_7668","P01","EMT"
"cell_7669","P01","EMT"
"cell_7670","P01","EMT"
"cell_7671","P01","EMT"
"cell_7672","P01","CAF"
"cell_7673","P01","EMT"
"cell_7674","P01","EMT"
"cell_7675","P01","ETC"
"cell_7676","P01","EMT"
"cell_7677","P01","EMT"
"cell_7678","P01","EMT"
"cell_7679","P01","EMT"
"cell_7680","P01","EMT"
"cell_7681","P01","EMT"
"cell_7682","P01","EMT"
"cell_7683","P01","EMT"
"cell_7684","P01","TIL"
"cell_7685","P01","Endo"
"cell_7686","P01","Endo"
"cell_7687","P01","EMT"
"cell_7688","P01","ETC"
"cell_7689","P01","EMT"
"cell_7690","P01","EMT"
"cell_7691","P01","CAF"
"cell_7692","P01","EMT"
"cell_7693","P01","CAF"
"cell_7694","P01","EMT"
"cell_7695","P01","EMT"
"cell_7696","P01","EMT"
"cell_7697","P01","EMT"
"cell_7698","P01","EMT"
"cell_7699","P01","EMT"
"cell_7700","P01","EMT"
"cell_7701","P01","EMT"
"cell_7702","P01","ETC"
"cell_7703","P01","EMT"
"cell_7704","P01","EMT"
"cell_7705","P01","EMT"
"cell_7706","P01","EMT"
"cell_7707","P01","EMT"
"cell_7708","P01","EMT"
"cell_7709","P01","EMT"
"cell_7710","P01","EMT"
"cell_7711","P01","CAF"
"cell_7712","P01","EMT"
"cell_7713","P01","EMT"
"cell_7714","P01","EMT"
"cell_7715","P01","DC"
"cell_7716","P01","EMT"
"cell_7717","P01","EMT"
"cell_7718","P01","EMT"
"cell_7719","P01","CAF"
"cell_7720","P01","ETC"
"cell_7721","P01","EMT"
"cell_7722","P01","ETC"
"cell_7723","P01","EMT"
"cell_7724","P01","EMT"
"cell_7725","P01","EMT"
"cell_7726","P01","EMT"
"cell_7727","P01","EMT"
"cell_7728","P01","EMT"
"cell_7729","P01","EMT"
"cell_7730","P01","EMT"
"cell_7731","P01","CAF"
"cell_7732","P01","EMT"
"cell_7733","P01","EMT"
"cell_7734","P01","EMT"
"cell_7735","P01","EMT"
"cell_7736","P01","Endo"
"cell_7737","P01","EMT"
"cell_7738","P01","EMT"
"cell_7739","P01","EMT"
"cell_7740","P01","CAF"
"cell_7741","P01","EMT"
"cell_7742","P01","CAF"
"cell_7743","P01","EMT"
"cell_7744","P01","EMT"
"cell_7745","P01","EMT"
"cell_7746","P01","EMT"
"cell_7747","P01","ETC"
"cell_7748","P01","CAF"
"cell_7749","P01","EMT"
"cell_7750","P01","EMT"
"cell_7751","P01","CAF"
"cell_7752","P01","EMT"
"cell_7753","P01","EMT"
"cell_7754","P01","EMT"
"cell_7755","P01","EMT"
"cell_7756","P01","EMT"
"cell_7757","P01","ETC"
"cell_7758","P01","EMT"
"cell_7759","P01","EMT"
"cell_7760","P01","CAF"
"cell_7761","P01","ETC"
"cell_7762","P01","EMT"
"cell_7763","P01","ETC"
"cell_7764","P01","Endo"
"cell_7765","P01","EMT"
"cell_7766","P01","DC"
"cell_7767","P01","EMT"
"cell_7768","P01","EMT"
"cell_7769","P01","EMT"
"cell_7770","P01","DC"
"cell_7771","P01","ETC"
"cell_7772","P01","EMT"
"cell_7773","P01","EMT"
"cell_7774","P01","EMT"
"cell_7775","P01","EMT"
"cell_7776","P01","EMT"
"cell_7777","P01","EMT"
"cell_7778","P01","EMT"
"cell_7779","P01","EMT"
"cell_7780","P01","EMT"
"cell_7781","P01","EMT"
"cell_7782","P01","EMT"
"cell_7783","P01","EMT"
"cell_7784","P01","EMT"
"cell_7785","P01","EMT"
"cell_7786","P01","EMT"
"cell_7787","P01","Endo"
"cell_7788","P01","EMT"
"cell_7789","P01","EMT"
"cell_7790","P01","EMT"
"cell_7791","P01","EMT"
"cell_7792","P01","EMT"
"cell_7793","P01","Endo"
"cell_7794","P01","EMT"
"cell_7795","P01","EMT"
"cell_7796","P01","EMT"
"cell_7797","P01","ETC"
"cell_7798","P01","EMT"
"cell_7799","P01","EMT"
"cell_7800","P01","EMT"
"cell_7801","P01","EMT"
"cell_7802","P01","EMT"
"cell_7803","P01","ETC"
"cell_7804","P01","EMT"
"cell_7805","P01","CAF"
"cell_7806","P01","EMT"
"cell_7807","P01","EMT"
"cell_7808","P01","TAM"
"cell_7809","P01","EMT"
"cell_7810","P01","Endo"
"cell_7811","P01","EMT"
"cell_7812","P01","EMT"
"cell_7813","P01","EMT"
"cell_7814","P01","ETC"
"cell_7815","P01","CAF"
"cell_7816","P01","EMT"
"cell_7817","P01","TAM"
"cell_7818","P01","EMT"
"cell_7819","P01","EMT"
"cell_7820","P01","ETC"
"cell_7821","P01","EMT"
"cell_7822","P01","EMT"
"cell_7823","P01","EMT"
"cell_7824","P01","CAF"
"cell_7825","P01","EMT"
"cell_7826","P01","ETC"
"cell_7827","P01","ETC"
"cell_7828","P01","EMT"
"cell_7829","P01","EMT"
"cell_7830","P01","EMT"
"cell_7831","P01","EMT"
"cell_7832","P01","ETC"
"cell_7833","P01","EMT"
"cell_7834","P01","Endo"
"cell_7835","P01","EMT"
"cell_7836","P01","EMT"
"cell_7837","P01","EMT"
"cell_7838","P01","EMT"
"cell_7839","P01","EMT"
"cell_7840","P01","ETC"
"cell_7841","P01","EMT"
"cell_7842","P01","EMT"
"cell_7843","P01","EMT"
"cell_7844","P01","CAF"
"cell_7845","P01","EMT"
"cell_7846","P01","EMT"
"cell_7847","P01","EMT"
"cell_7848","P01","Endo"
"cell_7849","P01","EMT"
"cell_7850","P01","EMT"
"cell_7851","P01","ETC"
"cell_7852","P01","EMT"
"cell_7853","P01","EMT"
"cell_7854","P01","CAF"
"cell_7855","P01","EMT"
"cell_7856","P01","ETC"
"cell_7857","P01","TIL"
"cell_7858","P02","ETC"
"cell_7859","P02","ETC"
"cell_7860","P02","TIL"
"cell_7861","P02","ETC"
"cell_7862","P02","TIL"
"cell_7863","P02","TIL"
"cell_7864","P02","ETC"
"cell_7865","P02","TIL"
